Id,SalePrice
1461,162999.87992248806
1462,162999.99322448578
1463,163000.20524765115
1464,163000.2330859735
1465,163000.15811215425
1466,163000.19748714328
1467,163000.13895911878
1468,163000.17551697433
1469,163000.11875726786
1470,162999.917050069
1471,163000.21311692253
1472,162999.8280456204
1473,162999.8362701438
1474,163000.02073930317
1475,162999.87224015506
1476,163000.59987647954
1477,163000.3395685995
1478,163000.47539174344
1479,163000.42467129216
1480,163000.76481569547
1481,163000.44803243346
1482,163000.2450560915
1483,163000.22490773493
1484,163000.1891154346
1485,163000.23239480006
1486,163000.2629419259
1487,163000.5094654041
1488,163000.31565464885
1489,163000.23191419485
1490,163000.3182004184
1491,163000.26598418725
1492,162999.70025743401
1493,163000.14982688654
1494,163000.40240265225
1495,163000.36562172082
1496,163000.31395839283
1497,163000.19578723426
1498,163000.15459604812
1499,163000.12702401634
1500,163000.1468310497
1501,163000.18201053623
1502,163000.16986445602
1503,163000.3845566241
1504,163000.3644117561
1505,163000.2923666574
1506,163000.12590110733
1507,163000.2957719433
1508,163000.18759325639
1509,163000.02486220025
1510,163000.01685144473
1511,162999.98863482176
1512,163000.092903024
1513,163000.01937112058
1514,163000.0008159953
1515,163000.08703730887
1516,162999.94630005356
1517,163000.0079715844
1518,162999.96880408315
1519,163000.2718062107
1520,162999.91036585098
1521,162999.94230354248
1522,163000.07330900786
1523,162999.77867657883
1524,162999.8200267336
1525,162999.81962937326
1526,162999.82533845867
1527,162999.79688698376
1528,162999.85944818275
1529,162999.94915751286
1530,163000.08508488638
1531,162999.87989516906
1532,162999.7719468511
1533,162999.90155169228
1534,162999.8452710511
1535,162999.90494658626
1536,162999.74659725925
1537,162999.65036708018
1538,162999.875287149
1539,163000.15057101112
1540,162999.83139598594
1541,162999.96058235134
1542,162999.8764394847
1543,162999.9387922188
1544,162999.60548833333
1545,162999.68503666812
1546,162999.85892086252
1547,162999.81170876822
1548,162999.81213878997
1549,162999.8623261541
1550,162999.83141146024
1551,162999.79472751322
1552,162999.89425332972
1553,162999.96345355775
1554,162999.78491329507
1555,163000.0680367209
1556,162999.69003418385
1557,162999.77555785145
1558,162999.8145255135
1559,162999.8187960973
1560,162999.83482972966
1561,162999.9921138169
1562,162999.89225188814
1563,162999.84550587388
1564,163000.1144727036
1565,163000.01853095306
1566,163000.2108760326
1567,162999.75047623256
1568,163000.34301849874
1569,162999.97429831704
1570,162999.96827862013
1571,162999.85346643432
1572,162999.96831878868
1573,163000.2502462378
1574,162999.94867704588
1575,163000.22148339628
1576,163000.36581995725
1577,163000.1859426104
1578,162999.94492139417
1579,163000.0050617332
1580,163000.2284428243
1581,162999.97940827717
1582,162999.88778995405
1583,163000.38740492606
1584,163000.338156191
1585,163000.08605262073
1586,162999.65617996117
1587,162999.8146693115
1588,162999.95283136272
1589,162999.773520153
1590,162999.9126951441
1591,162999.8226069859
1592,162999.8824099785
1593,162999.84120425137
1594,162999.9887459347
1595,162999.89934193852
1596,163000.12141958257
1597,163000.07126998744
1598,163000.18599050966
1599,163000.09821520088
1600,163000.12695970328
1601,162999.5869185311
1602,162999.82487095622
1603,162999.75250753635
1604,163000.30281274137
1605,163000.32166702306
1606,163000.05287392152
1607,163000.15211807514
1608,163000.33425244375
1609,163000.18974843528
1610,163000.11806581996
1611,162999.9739395396
1612,163000.21866779987
1613,163000.1540273498
1614,162999.92198986956
1615,162999.79955004723
1616,162999.794157046
1617,162999.79443202398
1618,162999.85947055765
1619,162999.95531788867
1620,163000.19356404542
1621,162999.97920114314
1622,163000.00508709083
1623,163000.28432469332
1624,163000.2989027964
1625,162999.88819572513
1626,163000.10456767588
1627,163000.25000377084
1628,163000.39859887885
1629,163000.16177090388
1630,163000.42204400524
1631,163000.21358958655
1632,163000.2292870063
1633,163000.20111006507
1634,163000.22627958347
1635,163000.18994182852
1636,163000.10757264364
1637,163000.17472782134
1638,163000.2254307711
1639,163000.14913217165
1640,163000.26398921802
1641,163000.14711047555
1642,163000.29232851847
1643,163000.3642598906
1644,163000.30178153774
1645,163000.15100439553
1646,163000.0747810304
1647,163000.07210286194
1648,162999.9647916347
1649,162999.96602718727
1650,162999.86333487774
1651,162999.89920342743
1652,162999.82628616982
1653,162999.80939840162
1654,163000.0291101757
1655,162999.95513433748
1656,163000.02005003125
1657,163000.0088384967
1658,163000.08589606266
1659,162999.84955592724
1660,163000.06438730925
1661,163000.71288779567
1662,163000.52019557147
1663,163000.5588208166
1664,163000.70302598155
1665,163000.49466795407
1666,163000.49365377967
1667,163000.5528730758
1668,163000.52362331637
1669,163000.43030668775
1670,163000.5401874715
1671,163000.3917272864
1672,163000.62297294644
1673,163000.45479213475
1674,163000.34193270042
1675,163000.23658735538
1676,163000.22245161532
1677,163000.25074191205
1678,163000.6578926184
1679,163000.57143812653
1680,163000.47554454597
1681,163000.38210919392
1682,163000.44670487437
1683,163000.22180219312
1684,163000.24929828566
1685,163000.25100385994
1686,163000.19589981702
1687,163000.22344173814
1688,163000.27173180156
1689,163000.2864455086
1690,163000.26858214862
1691,163000.2645404759
1692,163000.37895216758
1693,163000.21291400652
1694,163000.21175233476
1695,163000.1470691589
1696,163000.4203327142
1697,163000.16744397598
1698,163000.47947179322
1699,163000.4428879474
1700,163000.34182347867
1701,163000.37204071597
1702,163000.37548373715
1703,163000.38806215647
1704,163000.36874363606
1705,163000.37118777423
1706,163000.64965830737
1707,163000.32910563517
1708,163000.27482893813
1709,163000.43555080448
1710,163000.29507956357
1711,163000.41973431187
1712,163000.3952615957
1713,163000.38845563846
1714,163000.27709016527
1715,163000.26147196526
1716,163000.1724055209
1717,163000.14213751585
1718,163000.0044568325
1719,163000.27932252563
1720,163000.3340962095
1721,163000.15121088104
1722,163000.00862336814
1723,163000.09850313724
1724,163000.2636809053
1725,163000.31871873443
1726,163000.15993238115
1727,163000.10373283675
1728,163000.19721300356
1729,163000.07370681808
1730,163000.07966240027
1731,162999.8767280307
1732,162999.95382953304
1733,162999.86788574126
1734,162999.91825779865
1735,162999.9718000092
1736,162999.8442361549
1737,163000.3277558225
1738,163000.2507676905
1739,163000.4146821561
1740,163000.35590613176
1741,163000.2493696916
1742,163000.12934372935
1743,163000.15359563567
1744,163000.3789241865
1745,163000.14529017938
1746,163000.14989880644
1747,163000.2253103169
1748,163000.24592169942
1749,163000.03896687384
1750,162999.9042933734
1751,163000.29733423964
1752,162999.87337521714
1753,162999.99473058715
1754,163000.1716154662
1755,163000.1097287772
1756,162999.90324125043
1757,162999.8216009287
1758,163000.02410794506
1759,163000.01262100946
1760,163000.07616748437
1761,162999.97267104057
1762,163000.08696651674
1763,163000.10172965855
1764,162999.87158391302
1765,162999.9683257955
1766,163000.11795561598
1767,163000.1433701402
1768,162999.93439975334
1769,163000.01787868768
1770,162999.9789645284
1771,162999.8365112173
1772,162999.8673439347
1773,162999.9001574548
1774,163000.0526129061
1775,162999.89047351776
1776,162999.83063781448
1777,162999.78111329104
1778,162999.91068975796
1779,162999.92436664295
1780,162999.99479457838
1781,162999.90170104985
1782,162999.75131519334
1783,162999.96188549374
1784,162999.77979289915
1785,162999.85078277104
1786,162999.8908597404
1787,163000.03761894954
1788,162999.74727859243
1789,162999.79534236522
1790,162999.7160734715
1791,163000.21724118246
1792,162999.96905981877
1793,163000.00498339263
1794,162999.9554875819
1795,162999.8542550822
1796,162999.95810909668
1797,162999.8801212644
1798,162999.86471876063
1799,162999.741716587
1800,162999.90922053775
1801,162999.86066651318
1802,162999.8886828849
1803,163000.01124698855
1804,162999.99222504918
1805,162999.90293769565
1806,162999.80633689754
1807,162999.8494621263
1808,162999.82154435708
1809,162999.88473216127
1810,162999.8563564737
1811,162999.83312966223
1812,162999.74172302027
1813,162999.77390750885
1814,162999.72085398063
1815,162999.55011067694
1816,162999.79583279905
1817,162999.9047260378
1818,162999.948651046
1819,162999.89998653287
1820,162999.78185531107
1821,162999.7792374971
1822,162999.9708998292
1823,162999.66466714733
1824,162999.78381666236
1825,162999.91075287352
1826,162999.8169139166
1827,162999.73626036232
1828,162999.79699426287
1829,162999.8878322648
1830,162999.86365462537
1831,162999.8753635442
1832,162999.84310541902
1833,162999.91564103516
1834,162999.8893869843
1835,162999.8793949514
1836,162999.71678412735
1837,162999.74986416096
1838,162999.76625383605
1839,162999.80613266735
1840,162999.95244497745
1841,162999.89804826656
1842,162999.7258515368
1843,163000.00303049738
1844,163000.00680267904
1845,163000.00397857817
1846,163000.06844150694
1847,163000.0859998483
1848,162999.7275783244
1849,162999.85852377018
1850,162999.8128749102
1851,162999.91356917843
1852,162999.87145349392
1853,162999.99467954674
1854,163000.07978048775
1855,163000.10173900562
1856,163000.2954185561
1857,162999.97927681636
1858,162999.99637530377
1859,162999.940172887
1860,163000.03204465334
1861,162999.93871942893
1862,163000.53168069076
1863,163000.5244923395
1864,163000.52452512173
1865,163000.5071722197
1866,163000.52089568053
1867,163000.33291856755
1868,163000.4373596312
1869,163000.23579510872
1870,163000.306483947
1871,163000.37817482834
1872,163000.2578956388
1873,163000.31147884094
1874,162999.98697625313
1875,163000.20948747362
1876,163000.22636657985
1877,163000.23307709504
1878,163000.27359271035
1879,162999.91218272634
1880,162999.89842991644
1881,163000.34740316408
1882,163000.36322243768
1883,163000.21135666608
1884,163000.2438597822
1885,163000.29961631747
1886,163000.37355856862
1887,163000.24643653503
1888,163000.35102197947
1889,163000.20800217913
1890,162999.94294547968
1891,163000.09460386971
1892,162999.72670378687
1893,162999.8554041563
1894,162999.9585506263
1895,162999.9428336124
1896,162999.85163152835
1897,162999.87602884878
1898,162999.8096613371
1899,162999.89979849703
1900,162999.85201361703
1901,162999.94021844375
1902,162999.94852927007
1903,163000.09426852004
1904,162999.837490798
1905,163000.0826851649
1906,162999.9127812023
1907,163000.13103346535
1908,162999.8762345382
1909,163000.01305053444
1910,162999.98153534628
1911,163000.19634825687
1912,163000.2620887255
1913,163000.00990683335
1914,162999.65490501322
1915,163000.3938129149
1916,162999.6430075662
1917,163000.32693866087
1918,162999.99328321085
1919,163000.07646147252
1920,163000.0280035568
1921,163000.55587697873
1922,163000.49380295657
1923,163000.2341299153
1924,163000.34052887466
1925,163000.29682213863
1926,163000.5521799483
1927,162999.92474855357
1928,163000.09150311316
1929,162999.87667007238
1930,163000.00430772806
1931,162999.99270767518
1932,162999.9863489408
1933,163000.11440040858
1934,163000.20764818758
1935,163000.17396079004
1936,163000.2108487438
1937,163000.2082832127
1938,163000.12825467193
1939,163000.27681143067
1940,163000.16554605382
